status_id,handle,screen_name,url,created_at,text,context,is_quote_tweet,is_retweet,quoted_handle,quoted_text,profile_image_url,media,reply_count,retweet_count,like_count
997951982467014656,realDonaldTrump,Donald J. Trump,https://twitter.com/realDonaldTrump/status/997951982467014656,2018-05-19T21:27:48Z,"If the FBI or DOJ was infiltrating a campaign for the benefit of another campaign, that is a really big deal. Only the release or review of documents that the House Intelligence Committee (also, Senate Judiciary) is asking for can give the conclusive answers. Drain the Swamp!",NA,FALSE,FALSE,NA,NA,https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_bigger.jpg,NA,35004,31377,115193
997909163379449857,realDonaldTrump,Donald J. Trump,https://twitter.com/realDonaldTrump/status/997909163379449857,2018-05-19T18:37:39Z,Great to have our incredible First Lady back home in the White House. Melania is feeling and doing really well. Thank you for all of your prayers and best wishes!,NA,FALSE,FALSE,NA,NA,https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_bigger.jpg,NA,16657,20544,145731
997899870903169024,realDonaldTrump,Donald J. Trump,https://twitter.com/realDonaldTrump/status/997899870903169024,2018-05-19T18:00:43Z,Happy #ArmedForcesDay to our GREAT military men and women for their selfless service to our Nation!,NA,FALSE,FALSE,NA,NA,https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_bigger.jpg,NA,6298,15106,69522
997612079375945728,realDonaldTrump,Donald J. Trump,https://twitter.com/realDonaldTrump/status/997612079375945728,2018-05-18T22:57:09Z,"America is blessed with extraordinary energy abundance, including more than 250 years worth of beautiful clean coal. We have ended the war on coal, and will continue to work to promote American energy dominance!",NA,FALSE,FALSE,NA,NA,https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_bigger.jpg,NA,31687,17465,90380
997597940444221440,realDonaldTrump,Donald J. Trump,https://twitter.com/realDonaldTrump/status/997597940444221440,2018-05-18T22:00:58Z,"California finally deserves a great Governor, one who understands borders, crime and lowering taxes. John Cox is the man - he’ll be the best Governor you’ve ever had. I fully endorse John Cox for Governor and look forward to working with him to Make California Great Again!",NA,FALSE,FALSE,NA,NA,https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_bigger.jpg,NA,21123,21732,93200
997577906007298048,realDonaldTrump,Donald J. Trump,https://twitter.com/realDonaldTrump/status/997577906007298048,2018-05-18T20:41:21Z,"Just met with UN Secretary-General António Guterres who is working hard to “Make the United Nations Great Again.” When the UN does more to solve conflicts around the world, it means the U.S. has less to do and we save money. @NikkiHaley is doing a fantastic job!",NA,FALSE,FALSE,NA,NA,https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_bigger.jpg,NA,6681,9462,47686
997573139663028224,realDonaldTrump,Donald J. Trump,https://twitter.com/realDonaldTrump/status/997573139663028224,2018-05-18T20:22:25Z,America is a Nation that believes in the power of redemption. America is a Nation that believes in second chances - and America is a Nation that believes that the best is always yet to come! #PrisonReform,NA,FALSE,FALSE,NA,NA,https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_bigger.jpg,NA,8893,12559,56309
997515759281680385,realDonaldTrump,Donald J. Trump,https://twitter.com/realDonaldTrump/status/997515759281680385,2018-05-18T16:34:24Z,"We grieve for the terrible loss of life, and send our support and love to everyone affected by this horrible attack in Texas. To the students, families, teachers and personnel at Santa Fe High School – we are with you in this tragic hour, and we will be with you forever...",NA,FALSE,FALSE,NA,NA,https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_bigger.jpg,NA,33601,15293,73761
997493407097524224,realDonaldTrump,Donald J. Trump,https://twitter.com/realDonaldTrump/status/997493407097524224,2018-05-18T15:05:35Z,School shooting in Texas. Early reports not looking good. God bless all!,NA,FALSE,FALSE,NA,NA,https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_bigger.jpg,NA,38883,15029,85896
997474432443707393,realDonaldTrump,Donald J. Trump,https://twitter.com/realDonaldTrump/status/997474432443707393,2018-05-18T13:50:11Z,"Reports are there was indeed at least one FBI representative implanted, for political purposes, into my campaign for president. It took place very early on, and long before the phony Russia Hoax became a “hot” Fake News story. If true - all time biggest political scandal!",NA,FALSE,FALSE,NA,NA,https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_bigger.jpg,NA,23354,23834,81545
